product_name,applicant,approval_date,te_code,appl_no
SULFACETAMIDE SODIUM,EPIC PHARMA LLC,1999-05-25,,040216
SULFACETAMIDE SODIUM,PHARMAFAIR INC,1985-05-17,,088947
SULFACETAMIDE SODIUM,PHARMOBEDIENT CONSULTING LLC,1999-05-25,,040215
SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,BAUSCH AND LOMB INC,1995-12-29,,074449
SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,GENUS LIFESCIENCES INC,1993-05-27,,073630
SULFAIR 10,PHARMAFAIR INC,1982-12-13,,087949
SULFAIR FORTE,PHARMAFAIR INC,1983-10-13,,088385
SULFAIR-15,PHARMAFAIR INC,1983-05-25,,088186
SULFISOXAZOLE DIOLAMINE,SOLA BARNES HIND,,,084148
SULSTER,EPIC PHARMA LLC,1996-07-30,,074511
SULTEN-10,BAUSCH AND LOMB INC,1983-02-03,,087818
TAFLUPROST,INGENUS PHARMACEUTICALS LLC,2024-04-05,AT,218002
TAFLUPROST,MICRO LABS LTD,2019-08-19,AT,209051
TAFLUPROST,SANDOZ INC,2022-01-28,AT,209040
TIMOLOL,EPIC PHARMA LLC,2016-09-30,,205309
TIMOLOL,EPIC PHARMA LLC,2016-09-30,,205309
TIMOLOL,SOMERSET THERAPEUTICS LLC,2024-10-10,AT,216654
TIMOLOL MALEATE,AMRING PHARMACEUTICALS INC,2021-12-13,AT3,212592
TIMOLOL MALEATE,AMRING PHARMACEUTICALS INC,2021-12-13,AT3,212592
TIMOLOL MALEATE,APOTEX INC,2015-04-17,,204936
TIMOLOL MALEATE,APOTEX INC,2000-09-08,,075411
TIMOLOL MALEATE,APOTEX INC,2000-09-08,,075412
TIMOLOL MALEATE,BAUSCH AND LOMB PHARMACEUTICALS INC,1997-03-25,,074778
TIMOLOL MALEATE,BAUSCH AND LOMB INC,1997-03-25,,074776
TIMOLOL MALEATE,CAPLIN STERILES LTD,2024-08-07,AT1,218460
TIMOLOL MALEATE,EPIC PHARMA LLC,1997-03-25,,074465
TIMOLOL MALEATE,EPIC PHARMA LLC,1997-03-25,,074515
TIMOLOL MALEATE,EPIC PHARMA LLC,1997-03-25,,074516
TIMOLOL MALEATE,EPIC PHARMA LLC,2020-09-11,AT3,212291
TIMOLOL MALEATE,FDC LTD,2008-04-30,AT1,077259
TIMOLOL MALEATE,FDC LTD,2008-04-30,AT1,077259
TIMOLOL MALEATE,E FOUGERA DIV ALTANA INC,1997-03-25,,074667
TIMOLOL MALEATE,E FOUGERA DIV ALTANA INC,1997-03-25,,074668
TIMOLOL MALEATE,HIKMA PHARMACEUTICALS USA INC,2002-09-10,,075163
TIMOLOL MALEATE,INGENUS PHARMACEUTICALS LLC,2022-09-13,AT3,216533
TIMOLOL MALEATE,INGENUS PHARMACEUTICALS LLC,2022-09-13,AT3,216533
TIMOLOL MALEATE,MANKIND PHARMA LTD,2009-09-28,AT1,078771
TIMOLOL MALEATE,MANKIND PHARMA LTD,2009-09-28,AT1,078771
TIMOLOL MALEATE,MICRO LABS LTD,2023-05-26,AT1,217343
TIMOLOL MALEATE,MICRO LABS LTD,2022-09-07,AT3,216596
TIMOLOL MALEATE,MICRO LABS LTD,2023-05-26,AT1,217343
TIMOLOL MALEATE,PACIFIC PHARMA INC,1997-03-25,AT1,074746
TIMOLOL MALEATE,PACIFIC PHARMA,1997-03-25,AT1,074747
TIMOLOL MALEATE,PHARMOBEDIENT CONSULTING LLC,1997-03-25,,074466
TIMOLOL MALEATE,SANDOZ INC,1995-04-28,AT1,074261
TIMOLOL MALEATE,SANDOZ INC,1995-04-28,AT1,074262
TIMOLOL MALEATE,SENTISS PHARMA PRIVATE LTD,2023-05-08,AT3,217195
TIMOLOL MALEATE,SOMERSET THERAPEUTICS LLC,2024-07-03,AT1,217764
TIMOLOL MALEATE,SOMERSET THERAPEUTICS LLC,2024-07-03,AT1,217764
TIMOLOL MALEATE,SOMERSET THERAPEUTICS LLC,2024-07-03,AT2,216653
TIMOPTIC,BAUSCH AND LOMB INC,,AT1,018086
TIMOPTIC,BAUSCH AND LOMB INC,,AT1,018086
TIMOPTIC IN OCUDOSE,BAUSCH AND LOMB INC,1986-11-05,AT3,019463
TIMOPTIC IN OCUDOSE,BAUSCH AND LOMB INC,1986-11-05,AT3,019463
TOBRAMYCIN,ALCON PHARMACEUTICALS LTD,1994-05-25,,063176
TOBRAMYCIN,ALEMBIC PHARMACEUTICALS LTD,2019-04-19,AT,211847
TOBRAMYCIN,APOTEX INC,2002-02-25,,065087
TOBRAMYCIN,BAUSCH AND LOMB PHARMACEUTICALS INC,1993-11-29,AT,064052
TOBRAMYCIN,CHARTWELL RX SCIENCES LLC,2001-09-11,AT,065026
TOBRAMYCIN,GLAND PHARMA LTD,2021-03-09,AT,212628
TOBRAMYCIN,SOMERSET THERAPEUTICS LLC,2017-06-28,AT,207444
TOBREX,NOVARTIS PHARMACEUTICALS CORP,,,050541
TOBREX,SANDOZ INC,1984-12-13,AT,062535
TRAVATAN,ALCON PHARMACEUTICALS LTD,2001-03-16,,021257
TRAVATAN Z,SANDOZ INC,2006-09-21,AT2,021994
TRAVOPROST,ALEMBIC PHARMACEUTICALS LTD,2019-12-20,,210458
TRAVOPROST,ALEMBIC PHARMACEUTICALS LTD,2025-12-17,AT2,214687
TRAVOPROST,APOTEX INC,2015-07-10,AT2,203431
TRAVOPROST,CHARTWELL RX SCIENCES LLC,2013-03-01,,091340
TRAVOPROST,GLAND PHARMA LTD,2024-07-12,AT2,218159
TRAVOPROST,LUPIN LTD,2024-05-03,,207040
TRAVOPROST,MICRO LABS LTD,2021-03-19,AT2,203767
TRAVOPROST,MYLAN PHARMACEUTICALS INC,2017-07-07,AT2,205050
TRAVOPROST,SOMERSET THERAPEUTICS LLC,2024-09-23,AT2,217228
TRIFLURIDINE,HIKMA PHARMACEUTICALS USA INC,2017-07-28,,205438
TRIFLURIDINE,SANDOZ INC,1995-10-06,AT,074311
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,BAUSCH AND LOMB PHARMACEUTICALS INC,1997-02-14,AT,064120
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,EPIC PHARMA LLC,1998-12-17,AT,065006
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,SANDOZ INC,1998-04-13,AT,064211
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,SOMERSET THERAPEUTICS LLC,2024-08-05,AT,211572
TROPICACYL,EPIC PHARMA LLC,2000-09-29,AT,040314
TROPICACYL,RISING PHARMA HOLDINGS INC,2000-09-29,AT,040315
TROPICAMIDE,ALCON PHARMACEUTICALS LTD,1990-12-28,,089172
TROPICAMIDE,BAUSCH AND LOMB INC,1994-07-27,AT,040067
TROPICAMIDE,BAUSCH AND LOMB PHARMACEUTICALS INC,1994-07-27,AT,040064
TROPICAMIDE,EPIC PHARMA LLC,1985-08-28,,088447
TROPICAMIDE,MIZA PHARMACEUTICALS USA INC,1982-07-30,,087636
TROPICAMIDE,MIZA PHARMACEUTICALS USA INC,1982-08-09,,087637
TROPICAMIDE,SOMERSET THERAPEUTICS LLC,2019-12-12,AT,207524
TROPICAMIDE,WATSON LABORATORIES INC,1990-12-28,,089171
TRUSOPT,MERCK SHARP AND DOHME LLC A SUB OF MERCK AND CO INC,1994-12-09,,020408
TRYPTYR,ALCON LABORATORIES INC,2025-05-28,,217370
UPNEEQ,RVL PHARMACEUTICALS INC,2020-07-08,,212520
VASOCIDIN,NOVARTIS PHARMACEUTICALS CORP,1988-08-26,,018988
VASOCON,NOVARTIS PHARMACEUTICALS CORP,1983-03-24,,080235
VASOCON-A,NOVARTIS PHARMACEUTICALS CORP,1994-07-11,,018746
VIGAMOX,HARROW EYE LLC,2003-04-15,AT1,021598
VIROPTIC,MONARCH PHARMACEUTICALS LLC,,AT,018299
VISINE,KENVUE BRANDS LLC,1996-01-31,,020485
VISINE L.R.,KENVUE BRANDS LLC,1989-03-31,,019407
VIZZ,LENZ THERAPEUTICS INC,2025-07-31,,218585
VOLTAREN,NOVARTIS PHARMACEUTICALS CORP,1991-03-28,,020037
VUITY,ABBVIE INC,2021-10-28,AB,214028
VYZULTA,BAUSCH AND LOMB INC,2017-11-02,AB,207795
XALATAN,UPJOHN US 2 LLC,1996-06-05,AT,020597
XDEMVY,TARSUS PHARMACEUTICALS INC,2023-07-24,,217603
XIBROM,BAUSCH AND LOMB INC,2005-03-24,,021664
XIIDRA,BAUSCH AND LOMB INC,2016-07-11,,208073
YUVEZZI,VISUS THERAPEUTICS INC,2026-01-28,,220142
ZADITOR,ALCON RESEARCH LTD,2006-10-19,,021066
ZADITOR,ALCON PHARMACEUTICALS LTD,2008-09-02,,077200
ZERVIATE,HARROW EYE LLC,2017-05-30,,208694
ZIOPTAN,THEA PHARMA INC,2012-02-10,AT,202514
ZYMAR,ALLERGAN INC,2003-03-28,,021493
ZYMAXID,ABBVIE INC,2010-05-18,AT,022548
DECADRON,MERCK AND CO INC,,,011984
DEXAMETHASONE SODIUM PHOSPHATE,BAUSCH AND LOMB PHARMACEUTICALS INC,1996-07-26,,040069
DEXAMETHASONE SODIUM PHOSPHATE,CAPLIN STERILES LTD,1985-01-16,,088771
ACETASOL,ACTAVIS MID ATLANTIC LLC,,,087146
ACETASOL HC,ACTAVIS MID ATLANTIC LLC,1982-01-13,,087143
ACETIC ACID,CHARTWELL RX SCIENCES LLC,1996-07-26,,040166
ACETIC ACID,KV PHARMACEUTICAL CO,,,085493
ACETIC ACID,RISING PHARMA HOLDINGS INC,2018-03-09,AT,207280
ACETIC ACID,SCIEGEN PHARMACEUTICALS INC,2005-02-24,AT,040607
ACETIC ACID,SUN PHARMA CANADA INC,1984-09-06,,088638
ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,BAUSCH AND LOMB PHARMACEUTICALS INC,1994-02-25,,040063
ACETIC ACID W/ HYDROCORTISONE,KV PHARMACEUTICAL CO,,,085492
BOROFAIR,PHARMAFAIR INC,1985-08-21,,088606
CERUMENEX,PHARMACEUTICAL RESEARCH ASSOC INC,,,011340
CETRAXAL,LABORATORIOS SALVAT SA,2009-05-01,AB,021918
CHLOROMYCETIN,PARKEDALE PHARMACEUTICALS INC,,,050205
CIPROFLOXACIN HYDROCHLORIDE,NEW HEIGHTSRX LLC,2024-11-05,AB,217887
CLOTIC,CARWIN PHARMACEUTICAL ASSOCIATES LLC,2025-09-26,,217628
CORTISPORIN,MONARCH PHARMACEUTICALS LLC,,,050479
DEXAMETHASONE SODIUM PHOSPHATE,EPIC PHARMA LLC,,,084855
DOMEBORO,BAYER PHARMACEUTICALS CORP,,,084476
FLOXIN OTIC,DAIICHI PHARMACEUTICAL CORP,1997-12-16,,020799
HYDROCORTISONE AND ACETIC ACID,BAUSCH AND LOMB PHARMACEUTICALS INC,1994-10-31,,040097
HYDROCORTISONE AND ACETIC ACID,COSETTE PHARMACEUTICALS INC,2006-02-06,AT,040609
HYDROCORTISONE AND ACETIC ACID,TARO PHARMACEUTICAL INDUSTRIES LTD,1985-03-04,AT,088759
HYDROCORTISONE AND ACETIC ACID,WOCKHARDT EU OPERATIONS (SWISS) AG,1996-08-30,,040168
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,AMNEAL EU LTD,2025-10-29,AT,217803
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,BAUSCH AND LOMB PHARMACEUTICALS INC,1995-12-29,AT,064053
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,SANDOZ INC,1983-08-25,AT,062423
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,SAPTALIS PHARMACEUTICALS LLC,2005-10-31,,065216
NEOMYCIN SULFATE-POLYMYXIN B SULFATE-HYDROCORTISONE,PHARMAFAIR INC,1982-09-29,,062394
OFLOXACIN,ALVOGEN INC,2009-08-11,,090395
OFLOXACIN,AMNEAL EU LTD,2019-08-30,AT,211525
OFLOXACIN,APOTEX INC,2007-09-28,AT,076527
OFLOXACIN,BAUSCH AND LOMB PHARMACEUTICALS INC,2008-03-17,AT,076128
OFLOXACIN,CAPLIN STERILES LTD,2024-01-05,AT,217903
OFLOXACIN,FDC LTD,2022-01-19,AT,215038
OFLOXACIN,HIKMA PHARMACEUTICALS USA INC,2008-03-17,,076616
OFLOXACIN,MANKIND PHARMA LTD,2022-07-14,AT,216130
OFLOXACIN,SANDOZ INC,2008-03-17,,078222
OFLOXACIN,SOMERSET THERAPEUTICS LLC,2024-10-15,AT,216328
ORLEX,WARNER CHILCOTT CO LLC,,,086845
ORLEX HC,WARNER CHILCOTT CO LLC,,,086844
OTOBIOTIC,SCHERING CORP SUB SCHERING PLOUGH CORP,,,062302
OTOCORT,WATSON LABORATORIES INC,,,060730
OTOVEL,LABORATORIOS SALVAT SA,2016-04-29,,208251
PYOCIDIN,FOREST LABORATORIES INC,,,061606
TRIDESILON,BAYER PHARMACEUTICALS CORP,,,017914
VOSOL,HIKMA PHARMACEUTICALS USA INC,,,012179
VOSOL HC,SAPTALIS PHARMACEUTICALS LLC,,AT,012770
BIMATOPROST,ALEMBIC PHARMACEUTICALS LTD,2020-01-21,AT,210515
BIMATOPROST,APOTEX INC,2014-12-01,AT,201894
BIMATOPROST,HIKMA PHARMACEUTICALS USA INC,2018-10-09,,203051
BIMATOPROST,SANDOZ INC,2016-04-19,AT,202719
LATISSE,ABBVIE INC,2008-12-24,AT,022369
CHLORHEXIDINE GLUCONATE,BAJAJ MEDICAL,2000-11-14,AT,075561
CHLORHEXIDINE GLUCONATE,CHARTWELL RX SCIENCES LLC,2004-03-03,AT,075006
CHLORHEXIDINE GLUCONATE,LYNE LABORATORIES INC,1995-12-28,AT,074291
CHLORHEXIDINE GLUCONATE,PHARMACEUTICAL ASSOCIATES INC,1995-12-15,AT,074522
CHLORHEXIDINE GLUCONATE,PHARMOBEDIENT CONSULTING LLC,2009-06-18,AT,077789
CHLORHEXIDINE GLUCONATE,SCIEGEN PHARMACEUTICALS INC,1996-05-07,,074356
PAROEX,SUNSTAR AMERICAS INC,2005-11-29,,076434
PERIDEX,3M CO,1986-08-13,AT,019028
PERIOGARD,COLGATE PALMOLIVE CO,1994-01-14,,073695
PERIOGARD,COLGATE-PALMOLIVE CO,2016-01-28,AT,203212
METHOCARBAMOL,AMERICAN REGENT INC,2017-06-22,AP,207496
METHOCARBAMOL,BAXTER HEALTHCARE CORP,2022-07-14,,215065
METHOCARBAMOL,EUGIA PHARMA SPECIALITIES LTD,2016-05-27,AP,206128
METHOCARBAMOL,FRESENIUS KABI USA LLC,2018-04-17,AP,209331
METHOCARBAMOL,GLAND PHARMA LTD,2018-10-26,AP,211504
METHOCARBAMOL,MONTEREY PHARMACEUTICALS LLC,2016-10-27,AP,205354
METHOCARBAMOL,NAVINTA LLC,2017-11-24,,206071
METHOCARBAMOL,PHARMOBEDIENT CONSULTING LLC,2014-12-05,,204404
METHOCARBAMOL,SAGENT PHARMACEUTICALS INC,2017-07-18,AP,205404
METHOCARBAMOL,SLATE RUN PHARMACEUTICALS LLC,2017-01-19,AP,208116
METHOCARBAMOL,SOMERSET THERAPEUTICS LLC,2017-07-31,AP,207522
ROBAXIN,HIKMA PHARMACEUTICALS USA INC,,AP,011790
POSIMIR,INNOCOLL PHARMACEUTICALS LTD,2021-02-01,,204803
ACCUNEB,PHARMOBEDIENT CONSULTING LLC,2001-04-30,,020949
ACCUNEB,PHARMOBEDIENT CONSULTING LLC,2001-04-30,,020949
AEROLONE,ELI LILLY AND CO,,,007245
ALBUTEROL SULFATE,ACTAVIS MID ATLANTIC LLC,1995-09-26,,073533
ALBUTEROL SULFATE,APOTEX INC,2010-04-05,,078623
ALBUTEROL SULFATE,APOTEX INC,2010-04-05,,078623
ALBUTEROL SULFATE,APOTEX INC,2007-02-02,,075717
ALBUTEROL SULFATE,APOTEX INC,2003-04-01,,076391
ALBUTEROL SULFATE,BAUSCH HEALTH US LLC,2000-03-29,,075358
ALBUTEROL SULFATE,BAUSCH HEALTH US LLC,1998-06-18,,075050
ALBUTEROL SULFATE,COPLEY PHARMACEUTICAL INC,1993-05-28,,073495
ALBUTEROL SULFATE,COPLEY PHARMACEUTICAL INC,1991-11-27,,073307
ALBUTEROL SULFATE,EPIC PHARMA LLC,1999-02-09,,075063
ALBUTEROL SULFATE,LANDELA PHARMACEUTICAL,2006-04-04,,077569
ALBUTEROL SULFATE,LEXENPHARM SUZHOU LTD,2024-05-03,AN,215571
ALBUTEROL SULFATE,LEXENPHARM SUZHOU LTD,2024-05-03,AN,215571
ALBUTEROL SULFATE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2020-04-20,AN,211888
ALBUTEROL SULFATE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2020-04-20,AN,211888
ALBUTEROL SULFATE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2017-10-17,AN,206224
ALBUTEROL SULFATE,NEPHRON PHARMACEUTICALS CORP,2010-03-31,AN,076355
ALBUTEROL SULFATE,NEPHRON PHARMACEUTICALS CORP,2004-06-28,AN,076355
ALBUTEROL SULFATE,NEPHRON CORP,1997-09-17,AN,074880
ALBUTEROL SULFATE,NEPHRON CORP,2001-06-26,AN,075664
ALBUTEROL SULFATE,PHARMOBEDIENT CONSULTING LLC,1992-02-21,,072652
ALBUTEROL SULFATE,THE RITEDOSE CORP,2021-12-28,AN,214531
ALBUTEROL SULFATE,THE RITEDOSE CORP,2021-12-28,AN,214531
ALBUTEROL SULFATE,THE RITEDOSE CORP,2008-12-16,AN,077839
ALBUTEROL SULFATE,THE RITEDOSE CORP,2025-03-12,AN,218386
ALBUTEROL SULFATE,ROXANE LABORATORIES INC,2001-02-13,,075129
ALBUTEROL SULFATE,SENTISS AG,1998-01-15,AN,074543
ALBUTEROL SULFATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2017-07-21,AN,207857
ALBUTEROL SULFATE,TEVA PHARMACEUTICALS USA,1999-11-09,,075343
ALBUTEROL SULFATE,WATSON LABORATORIES INC,2007-09-25,,077772
ALBUTEROL SULFATE,WATSON LABORATORIES INC,2007-09-25,,077772
ALBUTEROL SULFATE,WATSON LABORATORIES INC,2003-11-24,,076370
ALBUTEROL SULFATE,WOCKHARDT EU OPERATIONS SWISS AG,1999-11-22,,075394
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,AIPING PHARMACEUTICAL INC,2006-12-21,,076867
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,APOTEX INC,2007-12-31,,077117
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,CIPLA LTD,2007-12-31,AN,077559
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2020-07-08,,206532
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,NEPHRON PHARMACEUTICALS CORP,2007-12-31,AN,076749
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,THE RITEDOSE CORP,2012-10-01,AN,202496
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2017-08-07,AN,207875
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,TEVA PHARMACEUTICALS USA,2007-12-31,,076724
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,2007-12-31,,077063
ALUPENT,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,1986-10-10,,018761
ALUPENT,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,1983-06-30,,018761
ALUPENT,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,,,017659
ARFORMOTEROL TARTRATE,AIPING PHARMACEUTICAL INC,2024-04-02,AN,214901
ARFORMOTEROL TARTRATE,ALEMBIC PHARMACEUTICALS LTD,2022-05-10,AN,214779
ARFORMOTEROL TARTRATE,AUCTA PHARMACEUTICALS INC,2025-02-03,AN,218380
ARFORMOTEROL TARTRATE,CIPLA LTD,2021-06-22,AN,207306
ARFORMOTEROL TARTRATE,DR REDDYS LABORATORIES LTD,2024-06-03,AN,215032
ARFORMOTEROL TARTRATE,GLENMARK PHARMACEUTICALS LTD,2021-06-22,,213132
ARFORMOTEROL TARTRATE,LEXENPHARM SUZHOU LTD,2024-11-18,AN,218156
ARFORMOTEROL TARTRATE,LUPIN INC,2022-02-07,AN,213068
ARFORMOTEROL TARTRATE,MANKIND PHARMA LTD,2022-11-15,AN,216128
ARFORMOTEROL TARTRATE,MICRO LABS LTD,2025-03-07,AN,218555
ARFORMOTEROL TARTRATE,NEOCUBES PHARMA LLP,2024-05-17,AN,216303
ARFORMOTEROL TARTRATE,THE RITEDOSE CORP,2022-03-02,AN,214736
ARFORMOTEROL TARTRATE,SABA ILAC SANAYI VE TICARET AS,2025-04-25,AN,218429
ARFORMOTEROL TARTRATE,SLATE RUN PHARMACEUTICALS LLC,2021-06-22,AN,213762
ARFORMOTEROL TARTRATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2022-05-26,AN,215385
ARFORMOTEROL TARTRATE,TEVA PHARMACEUTICALS USA,2021-11-09,AN,200293
ARFORMOTEROL TARTRATE,WILSHIRE PHARMACEUTICALS INC,2022-11-25,AN,216815
ATROVENT,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,1993-09-29,,020228
BETA-2,NEPHRON CORP,,,086711
BETHKIS,CHIESI USA INC,2012-10-12,AN,201820
BRONKOSOL,SANOFI AVENTIS US LLC,,,012339
BRONKOSOL,SANOFI AVENTIS US LLC,,,012339
BROVANA,LUPIN INC,2006-10-06,,021912
CROMOLYN SODIUM,ACTAVIS MID ATLANTIC LLC,1999-07-19,,075067
CROMOLYN SODIUM,AILEX PHARMACEUTICALS LLC,2017-10-16,AN,209453
CROMOLYN SODIUM,BAUSCH HEALTH US LLC,2000-12-21,,075585
CROMOLYN SODIUM,EUGIA PHARMA SPECIALITIES LTD,1994-04-26,,074209
CROMOLYN SODIUM,FERA PHARMACEUTICALS LLC,2000-04-21,AN,075437
CROMOLYN SODIUM,HIKMA PHARMACEUTICALS USA INC,2002-04-30,,075333
CROMOLYN SODIUM,MICRO LABS LTD,2022-04-29,AN,213658
CROMOLYN SODIUM,ROXANE LABORATORIES INC,1999-09-30,,075175
CROMOLYN SODIUM,TEVA PHARMACEUTICALS USA,2000-01-18,AN,075271
CROMOLYN SODIUM,WATSON LABORATORIES INC,2005-06-17,,076469
CROMOLYN SODIUM,WOCKHARDT BIO AG,1999-10-25,AN,075346
DUONEB,PHARMOBEDIENT CONSULTING LLC,2001-03-21,,020950
FORMOTEROL FUMARATE,ALEMBIC PHARMACEUTICALS LTD,2021-11-22,AN,215078
FORMOTEROL FUMARATE,DEVA HOLDING AS,2025-02-11,AN,218308
FORMOTEROL FUMARATE,DR REDDYS LABORATORIES LTD,2025-01-30,AN,215907
FORMOTEROL FUMARATE,LEXENPHARM SUZHOU LTD,2024-10-22,AN,216426
FORMOTEROL FUMARATE,LUPIN INC,2022-08-22,AN,215053
FORMOTEROL FUMARATE,MANKIND PHARMA LTD,2023-03-22,AN,215883
FORMOTEROL FUMARATE,MICRO LABS LTD,2024-06-26,AN,218304
FORMOTEROL FUMARATE,THE RITEDOSE CORP,2022-11-25,AN,216486
FORMOTEROL FUMARATE,TEVA PHARMACEUTICALS USA INC,2021-06-22,AN,091141
FORMOTEROL FUMARATE,WILSHIRE PHARMACEUTICALS INC,2022-12-13,AN,215621
INTAL,KING PHARMACEUTICALS LLC,1982-05-28,,018596
IPRATROPIUM BROMIDE,ACTAVIS MID ATLANTIC LLC,1999-04-22,,075111
IPRATROPIUM BROMIDE,APOTEX INC,2001-03-28,,075441
IPRATROPIUM BROMIDE,BAUSCH HEALTH US LLC,2001-10-15,,075835
IPRATROPIUM BROMIDE,LANDELA PHARMACEUTICAL,2005-07-19,,077072
IPRATROPIUM BROMIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2016-10-27,AN,206543
IPRATROPIUM BROMIDE,NEPHRON CORP,2001-09-27,AN,075562
IPRATROPIUM BROMIDE,PHARMOBEDIENT CONSULTING LLC,1997-01-10,,074755
IPRATROPIUM BROMIDE,THE RITEDOSE CORP,2001-01-26,AN,075693
IPRATROPIUM BROMIDE,ROXANE LABORATORIES INC,2002-07-22,,075867
IPRATROPIUM BROMIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2017-01-03,,207903
IPRATROPIUM BROMIDE,TEVA PHARMACEUTICALS USA,2000-02-07,,075313
IPRATROPIUM BROMIDE,WATSON LABORATORIES INC,2005-05-09,,076291
IPRATROPIUM BROMIDE,ZENNOVA PHARMACEUTICALS CHENGDU CO LTD,2001-01-19,,075507
ISOETHARINE HYDROCHLORIDE,ALPHARMA US PHARMACEUTICALS DIVISION,,,087101
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1982-11-15,,087937
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1991-06-13,,089614
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1982-11-15,,087938
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1991-06-13,,089615
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1984-03-14,,088470
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1991-06-13,,089616
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1984-03-14,,088471
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1991-06-13,,089617
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1984-03-14,,088472
ISOETHARINE HYDROCHLORIDE,ASTRAZENECA LP,1991-06-13,,089618
ISOETHARINE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,1983-07-29,,088144
ISOETHARINE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,1984-03-26,,088145
ISOETHARINE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,1983-08-01,,088146
ISOETHARINE HYDROCHLORIDE,DEY LP,1982-12-03,,088187
ISOETHARINE HYDROCHLORIDE,DEY LP,,,087389
ISOETHARINE HYDROCHLORIDE,DEY LP,,,087390
ISOETHARINE HYDROCHLORIDE,DEY LP,1982-12-03,,088188
ISOETHARINE HYDROCHLORIDE,DEY LP,,,086763
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,,,086651
ISOETHARINE HYDROCHLORIDE,PARKE DAVIS PHARMACEUTICAL RESEARCH DIV WARNER LAMBERT CO,,,085997
ISOETHARINE HYDROCHLORIDE,PARKE DAVIS PHARMACEUTICAL RESEARCH DIV WARNER LAMBERT CO,,,085889
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,,,087396
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,,,087025
